지점명,일시,기온(°C),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),전운량(10분위),중하층운량(10분위),시정(10m),지면온도(°C)
수원,2024-01-01 14:00,6.3,2.2,160.0,66.0,6.3,0.4,1022.4,1027.4,9.0,9.0,2377.0,8.0
수원,2024-01-01 15:00,6.1,2.8,180.0,67.0,6.3,0.4,1022.1,1027.1,9.0,9.0,2236.0,5.6
수원,2024-01-01 16:00,5.9,2.1,200.0,67.0,6.2,0.2,1021.9,1026.9,9.0,9.0,2255.0,4.7
수원,2024-01-01 17:00,5.5,0.9,250.0,69.0,6.2,0.2,1021.6,1026.6,8.0,8.0,2068.0,3.3
수원,2024-01-01 18:00,3.7,0.6,320.0,76.0,6.1,-0.1,1021.5,1026.5,1.0,1.0,1775.0,0.5
수원,2024-01-01 19:00,2.9,0.0,0.0,81.0,6.1,0.0,1021.3,1026.3,0.0,0.0,1597.0,0.9
수원,2024-01-01 20:00,3.0,0.1,0.0,82.0,6.2,0.2,1021.2,1026.2,0.0,0.0,1426.0,1.1
수원,2024-01-01 21:00,2.9,0.5,270.0,84.0,6.3,0.4,1021.2,1026.2,9.0,9.0,1335.0,1.1
수원,2024-01-01 22:00,3.1,0.6,290.0,83.0,6.3,0.4,1021.2,1026.2,0.0,0.0,1356.0,1.1
수원,2024-01-01 23:00,3.1,0.1,0.0,83.0,6.3,0.4,1021.1,1026.1,9.0,9.0,1347.0,1.1
수원,2024-01-02 00:00,2.9,0.6,320.0,85.0,6.4,0.6,1020.7,1025.7,10.0,8.0,1131.0,1.1
수원,2024-01-02 01:00,3.1,1.3,250.0,85.0,6.5,0.8,1020.4,1025.4,10.0,9.0,921.0,1.2
수원,2024-01-02 02:00,2.8,0.7,270.0,88.0,6.6,1.0,1020.1,1025.1,9.0,9.0,717.0,1.1
수원,2024-01-02 03:00,2.6,1.3,290.0,90.0,6.6,1.1,1020.3,1025.3,9.0,9.0,587.0,1.1
수원,2024-01-02 04:00,2.6,0.4,0.0,89.0,6.5,0.9,1019.6,1024.6,9.0,9.0,573.0,0.7
수원,2024-01-02 05:00,2.3,0.5,230.0,90.0,6.5,0.8,1019.0,1024.0,3.0,3.0,495.0,0.1
수원,2024-01-02 06:00,1.6,0.2,0.0,94.0,6.4,0.7,1018.7,1023.7,9.0,9.0,413.0,0.3
수원,2024-01-02 07:00,1.8,0.9,270.0,94.0,6.5,0.9,1019.0,1024.0,9.0,9.0,424.0,0.6
수원,2024-01-02 08:00,2.0,1.1,290.0,92.0,6.5,0.8,1019.0,1024.0,9.0,9.0,481.0,0.9
수원,2024-01-02 09:00,2.5,1.0,320.0,87.0,6.3,0.5,1019.1,1024.1,9.0,9.0,588.0,1.4
수원,2024-01-02 10:00,3.3,0.8,290.0,82.0,6.3,0.5,1019.5,1024.5,9.0,9.0,644.0,3.1
수원,2024-01-02 11:00,4.2,1.7,340.0,70.0,5.8,-0.7,1018.7,1023.7,5.0,5.0,1045.0,7.3
수원,2024-01-02 12:00,4.5,2.4,320.0,69.0,5.8,-0.7,1018.1,1023.1,9.0,9.0,1265.0,6.3
수원,2024-01-02 13:00,4.0,2.9,290.0,71.0,5.8,-0.7,1017.9,1022.9,9.0,9.0,1297.0,4.9
수원,2024-01-02 14:00,4.0,1.8,320.0,72.0,5.8,-0.6,1017.3,1022.3,9.0,9.0,1129.0,5.5
수원,2024-01-02 15:00,4.3,1.4,270.0,63.0,5.2,-2.1,1017.3,1022.3,9.0,9.0,2394.0,4.8
수원,2024-01-02 16:00,4.1,1.7,250.0,60.0,4.9,-2.9,1017.1,1022.1,9.0,9.0,4070.0,3.7
수원,2024-01-02 17:00,3.4,0.8,270.0,64.0,5.0,-2.7,1016.7,1021.7,9.0,3.0,3215.0,2.2
수원,2024-01-02 18:00,2.5,1.1,250.0,67.0,4.9,-3.0,1016.9,1021.9,8.0,3.0,3135.0,0.7
수원,2024-01-02 19:00,2.0,0.9,250.0,69.0,4.9,-3.1,1016.9,1021.9,10.0,9.0,2887.0,0.4
수원,2024-01-02 20:00,1.4,0.0,0.0,72.0,4.9,-3.1,1017.0,1022.0,10.0,10.0,2457.0,-0.1
수원,2024-01-02 21:00,1.1,0.7,290.0,75.0,5.0,-2.8,1017.0,1022.0,9.0,0.0,2307.0,-0.3
수원,2024-01-02 22:00,0.6,1.4,290.0,80.0,5.1,-2.4,1016.6,1021.6,10.0,10.0,1861.0,-0.5
수원,2024-01-02 23:00,0.5,1.0,290.0,81.0,5.2,-2.3,1016.3,1021.3,10.0,10.0,1895.0,-0.2
수원,2024-01-03 00:00,0.6,0.6,250.0,82.0,5.2,-2.1,1016.3,1021.3,10.0,10.0,1745.0,-0.2
수원,2024-01-03 01:00,0.3,0.8,290.0,83.0,5.2,-2.2,1015.8,1020.8,10.0,10.0,1700.0,-0.2
수원,2024-01-03 02:00,0.2,0.2,0.0,85.0,5.3,-2.0,1015.6,1020.6,10.0,5.0,1676.0,-0.2
수원,2024-01-03 03:00,0.4,0.2,0.0,84.0,5.3,-1.9,1015.7,1020.7,10.0,9.0,1745.0,-0.2
수원,2024-01-03 04:00,0.6,0.2,0.0,84.0,5.4,-1.7,1015.1,1020.1,10.0,9.0,1628.0,-0.1
수원,2024-01-03 05:00,0.8,0.7,110.0,84.0,5.4,-1.6,1014.7,1019.7,10.0,9.0,1458.0,0.2
수원,2024-01-03 06:00,1.0,0.9,110.0,81.0,5.3,-1.9,1014.3,1019.3,10.0,9.0,1340.0,0.3
수원,2024-01-03 07:00,1.0,0.8,110.0,84.0,5.5,-1.4,1014.4,1019.4,10.0,8.0,1143.0,0.4
수원,2024-01-03 08:00,1.1,0.8,140.0,84.0,5.6,-1.3,1014.5,1019.5,10.0,10.0,997.0,0.5
수원,2024-01-03 09:00,1.2,0.7,110.0,87.0,5.8,-0.7,1014.8,1019.8,10.0,9.0,620.0,0.8
수원,2024-01-03 10:00,1.3,0.6,140.0,90.0,6.1,-0.1,1015.1,1020.1,10.0,9.0,456.0,1.2
수원,2024-01-03 11:00,1.7,1.2,110.0,94.0,6.5,0.8,1014.6,1019.6,10.0,8.0,347.0,3.5
수원,2024-01-03 12:00,2.8,1.0,140.0,88.0,6.6,1.0,1014.2,1019.2,9.0,9.0,596.0,5.0
수원,2024-01-03 13:00,3.1,1.4,140.0,87.0,6.6,1.1,1013.4,1018.4,10.0,8.0,624.0,4.7
수원,2024-01-03 14:00,3.1,1.7,230.0,92.0,7.0,1.9,1013.1,1018.1,10.0,8.0,367.0,5.3
수원,2024-01-03 15:00,2.5,2.0,290.0,92.0,6.7,1.3,1013.3,1018.3,10.0,6.0,372.0,3.8
수원,2024-01-03 16:00,3.1,2.4,320.0,89.0,6.8,1.4,1013.9,1018.9,8.0,8.0,606.0,4.3
수원,2024-01-03 17:00,2.6,1.5,320.0,87.0,6.4,0.6,1014.4,1019.4,2.0,2.0,663.0,2.0
수원,2024-01-03 18:00,1.5,0.7,320.0,88.0,6.0,-0.2,1015.2,1020.2,0.0,0.0,788.0,0.2
수원,2024-01-03 19:00,0.7,0.4,0.0,93.0,6.0,-0.3,1015.9,1020.9,0.0,0.0,551.0,-0.3
수원,2024-01-03 20:00,0.4,0.9,290.0,94.0,5.9,-0.4,1016.4,1021.4,0.0,0.0,653.0,-0.3
수원,2024-01-03 21:00,0.1,1.5,320.0,85.0,5.2,-2.1,1016.9,1022.0,0.0,0.0,1087.0,-0.4
수원,2024-01-03 22:00,0.0,2.2,320.0,70.0,4.3,-4.8,1017.4,1022.5,0.0,0.0,1898.0,-0.9
수원,2024-01-03 23:00,-0.4,1.1,320.0,67.0,4.0,-5.7,1017.6,1022.7,0.0,0.0,1402.0,-1.3
수원,2024-01-04 00:00,-0.8,1.6,20.0,69.0,4.0,-5.7,1017.9,1023.0,0.0,0.0,1783.0,-1.8
수원,2024-01-04 01:00,-2.0,0.5,20.0,76.0,4.0,-5.6,1018.0,1023.1,0.0,0.0,1495.0,-2.2
수원,2024-01-04 02:00,-2.8,0.7,230.0,81.0,4.0,-5.6,1018.2,1023.3,0.0,0.0,1333.0,-2.5
수원,2024-01-04 03:00,-3.4,0.7,250.0,86.0,4.1,-5.4,1018.3,1023.4,0.0,0.0,1179.0,-2.7
수원,2024-01-04 04:00,-3.9,0.0,0.0,89.0,4.1,-5.4,1018.1,1023.2,0.0,0.0,1071.0,-2.8
수원,2024-01-04 05:00,-4.7,0.4,0.0,91.0,3.9,-5.9,1018.2,1023.4,0.0,0.0,854.0,-2.9
수원,2024-01-04 06:00,-4.3,0.9,110.0,93.0,4.2,-5.2,1018.7,1023.9,0.0,0.0,822.0,-3.1
수원,2024-01-04 07:00,-4.1,0.7,140.0,93.0,4.2,-5.0,1018.9,1024.0,6.0,6.0,841.0,-2.4
수원,2024-01-04 08:00,-3.0,0.4,0.0,90.0,4.4,-4.4,1019.2,1024.3,6.0,6.0,884.0,-2.2
수원,2024-01-04 09:00,-1.8,1.1,140.0,84.0,4.5,-4.1,1019.8,1024.9,9.0,9.0,928.0,-0.7
수원,2024-01-04 10:00,-0.9,1.8,140.0,82.0,4.7,-3.5,1020.2,1025.3,9.0,9.0,813.0,-0.3
수원,2024-01-04 11:00,0.9,2.5,140.0,68.0,4.4,-4.3,1019.9,1025.0,7.0,7.0,1253.0,0.4
수원,2024-01-04 12:00,2.6,2.3,160.0,59.0,4.3,-4.6,1019.2,1024.2,9.0,9.0,1697.0,1.0
수원,2024-01-04 13:00,3.5,2.1,110.0,59.0,4.6,-3.7,1018.3,1023.3,9.0,9.0,1649.0,3.2
수원,2024-01-04 14:00,4.9,2.8,180.0,59.0,5.1,-2.4,1017.6,1022.6,8.0,8.0,1717.0,7.5
수원,2024-01-04 15:00,4.9,1.5,160.0,60.0,5.2,-2.2,1016.9,1021.9,8.0,8.0,1616.0,6.3
수원,2024-01-04 16:00,4.9,2.7,230.0,61.0,5.3,-2.0,1016.7,1021.7,7.0,7.0,1601.0,3.7
수원,2024-01-04 17:00,4.7,1.0,230.0,64.0,5.5,-1.5,1016.9,1021.9,8.0,8.0,1492.0,2.5
수원,2024-01-04 18:00,4.8,2.0,180.0,62.0,5.4,-1.8,1016.7,1021.7,9.0,9.0,1390.0,1.8
수원,2024-01-04 19:00,4.3,2.0,140.0,65.0,5.4,-1.7,1016.2,1021.2,0.0,0.0,1234.0,1.3
수원,2024-01-04 20:00,4.0,0.9,200.0,69.0,5.6,-1.1,1016.3,1021.3,0.0,0.0,1024.0,0.9
수원,2024-01-04 21:00,3.5,1.0,230.0,70.0,5.5,-1.4,1016.4,1021.4,8.0,8.0,1020.0,0.7
수원,2024-01-04 22:00,3.0,2.0,140.0,73.0,5.6,-1.3,1016.1,1021.1,8.0,8.0,921.0,0.4
수원,2024-01-04 23:00,2.8,1.3,140.0,74.0,5.6,-1.3,1015.8,1020.8,8.0,8.0,905.0,0.5
수원,2024-01-05 00:00,3.4,2.2,160.0,72.0,5.6,-1.1,1015.7,1020.7,8.0,8.0,937.0,0.9
수원,2024-01-05 01:00,2.5,1.6,110.0,76.0,5.6,-1.3,1015.8,1020.8,0.0,0.0,849.0,-0.1
수원,2024-01-05 02:00,2.0,1.1,160.0,79.0,5.6,-1.2,1015.6,1020.6,1.0,1.0,812.0,-0.7
수원,2024-01-05 03:00,2.3,0.9,160.0,79.0,5.7,-0.9,1015.7,1020.7,8.0,8.0,809.0,0.3
수원,2024-01-05 04:00,2.2,1.8,140.0,81.0,5.8,-0.7,1015.3,1020.3,7.0,7.0,747.0,0.4
수원,2024-01-05 05:00,2.7,1.2,50.0,82.0,6.1,0.0,1015.2,1020.2,9.0,9.0,723.0,1.0
수원,2024-01-05 06:00,3.5,1.4,160.0,82.0,6.4,0.7,1015.2,1020.2,9.0,9.0,769.0,1.3
수원,2024-01-05 07:00,3.6,0.6,160.0,84.0,6.6,1.1,1015.7,1020.7,10.0,8.0,714.0,1.6
수원,2024-01-05 08:00,3.7,0.8,140.0,83.0,6.6,1.0,1016.1,1021.1,9.0,9.0,691.0,1.8
수원,2024-01-05 09:00,3.9,0.8,140.0,84.0,6.8,1.4,1016.5,1021.5,6.0,6.0,671.0,2.1
수원,2024-01-05 10:00,4.8,0.8,110.0,82.0,7.0,1.9,1016.9,1021.9,9.0,9.0,660.0,4.2
수원,2024-01-05 11:00,6.4,0.9,160.0,78.0,7.5,2.8,1017.1,1022.0,2.0,2.0,634.0,7.5
수원,2024-01-05 12:00,7.9,3.2,250.0,69.0,7.3,2.5,1016.2,1021.1,3.0,3.0,509.0,8.0
수원,2024-01-05 13:00,8.6,3.1,270.0,64.0,7.1,2.1,1015.3,1020.2,2.0,2.0,554.0,10.0
수원,2024-01-05 14:00,8.9,4.7,230.0,64.0,7.3,2.4,1014.8,1019.7,1.0,1.0,564.0,11.1
수원,2024-01-05 15:00,8.9,2.8,290.0,62.0,7.1,2.0,1014.7,1019.6,0.0,0.0,605.0,11.4
수원,2024-01-05 16:00,7.8,3.1,290.0,67.0,7.1,2.0,1014.9,1019.8,0.0,0.0,561.0,7.9
수원,2024-01-05 17:00,6.2,2.5,270.0,74.0,7.0,1.9,1015.2,1020.1,0.0,0.0,472.0,4.6
수원,2024-01-05 18:00,3.8,2.2,230.0,82.0,6.6,1.0,1015.5,1020.5,0.0,0.0,333.0,2.2
수원,2024-01-05 19:00,3.5,2.3,250.0,87.0,6.8,1.5,1015.8,1020.8,0.0,0.0,290.0,1.2
수원,2024-01-05 20:00,3.1,1.7,270.0,89.0,6.8,1.4,1016.2,1021.2,0.0,0.0,287.0,0.5
수원,2024-01-05 21:00,2.4,1.4,250.0,90.0,6.5,0.9,1016.4,1021.4,0.0,0.0,305.0,-0.2
수원,2024-01-05 22:00,1.4,1.1,270.0,90.0,6.1,0.0,1016.6,1021.6,0.0,0.0,357.0,-0.3
수원,2024-01-05 23:00,0.8,1.5,250.0,89.0,5.8,-0.8,1016.9,1021.9,0.0,0.0,687.0,-0.3
수원,2024-01-06 00:00,0.0,1.7,250.0,87.0,5.3,-1.9,1016.7,1021.8,0.0,0.0,1537.0,-0.9
수원,2024-01-06 01:00,-0.9,1.3,250.0,90.0,5.2,-2.3,1017.0,1022.1,0.0,0.0,1356.0,-1.2
수원,2024-01-06 02:00,-1.5,1.1,250.0,88.0,4.8,-3.2,1017.0,1022.1,0.0,0.0,1881.0,-1.6
수원,2024-01-06 03:00,-1.9,0.8,250.0,89.0,4.8,-3.4,1017.4,1022.5,0.0,0.0,2395.0,-2.1
수원,2024-01-06 04:00,-2.3,0.8,270.0,89.0,4.6,-3.8,1017.4,1022.5,0.0,0.0,2294.0,-2.5
수원,2024-01-06 05:00,-2.4,1.3,290.0,80.0,4.1,-5.3,1017.4,1022.5,0.0,0.0,3250.0,-2.6
수원,2024-01-06 06:00,-2.7,1.1,340.0,77.0,3.9,-6.1,1017.6,1022.7,0.0,0.0,3503.0,-2.9
수원,2024-01-06 07:00,-3.4,0.5,250.0,87.0,4.2,-5.2,1018.2,1023.3,0.0,0.0,2203.0,-3.2
수원,2024-01-06 08:00,-3.1,0.6,180.0,84.0,4.1,-5.4,1018.6,1023.7,0.0,0.0,2692.0,-3.0
수원,2024-01-06 09:00,-0.3,0.8,180.0,63.0,3.8,-6.5,1018.9,1024.0,0.0,0.0,4582.0,-1.6
수원,2024-01-06 10:00,1.1,1.4,320.0,50.0,3.3,-8.1,1019.1,1024.1,0.0,0.0,5000.0,-0.9
수원,2024-01-06 11:00,2.2,1.9,290.0,43.0,3.1,-9.1,1018.5,1023.5,0.0,0.0,5000.0,2.3
수원,2024-01-06 12:00,3.3,2.3,290.0,40.0,3.1,-9.0,1017.9,1022.9,0.0,0.0,5000.0,5.1
수원,2024-01-06 13:00,3.6,3.3,320.0,38.0,3.0,-9.4,1017.4,1022.4,0.0,0.0,5000.0,11.5
수원,2024-01-06 14:00,4.3,2.4,290.0,40.0,3.3,-8.1,1016.8,1021.8,0.0,0.0,5000.0,12.6
수원,2024-01-06 15:00,4.4,3.2,250.0,44.0,3.7,-6.8,1016.8,1021.8,0.0,0.0,5000.0,8.6
수원,2024-01-06 16:00,4.2,2.7,270.0,44.0,3.6,-6.9,1016.8,1021.8,1.0,0.0,5000.0,4.0
수원,2024-01-06 17:00,2.9,2.3,270.0,41.0,3.1,-9.0,1017.2,1022.2,3.0,3.0,5000.0,0.6
수원,2024-01-06 18:00,1.6,0.9,250.0,42.0,2.9,-9.9,1017.3,1022.3,4.0,4.0,5000.0,-0.2
수원,2024-01-06 19:00,0.7,2.6,290.0,74.0,4.8,-3.4,1017.5,1022.5,9.0,9.0,693.0,-0.3
수원,2024-01-06 20:00,-0.1,1.0,230.0,95.0,5.8,-0.8,1017.7,1022.8,10.0,10.0,91.0,-0.2
수원,2024-01-06 21:00,0.0,1.0,230.0,96.0,5.9,-0.5,1017.5,1022.6,9.0,9.0,1117.0,-0.1
수원,2024-01-06 22:00,-0.1,0.6,290.0,97.0,5.9,-0.5,1017.7,1022.8,7.0,7.0,735.0,0.0
수원,2024-01-06 23:00,-1.0,1.7,320.0,93.0,5.3,-1.9,1018.2,1023.3,5.0,3.0,1326.0,-0.3
수원,2024-01-07 00:00,-1.2,2.3,320.0,89.0,5.0,-2.7,1018.7,1023.8,1.0,1.0,1546.0,-0.3
수원,2024-01-07 01:00,-2.0,1.8,320.0,84.0,4.4,-4.3,1018.9,1024.0,0.0,0.0,1439.0,-0.3
수원,2024-01-07 02:00,-2.8,2.3,320.0,80.0,4.0,-5.7,1019.0,1024.1,0.0,0.0,2059.0,-0.7
수원,2024-01-07 03:00,-3.3,1.4,320.0,79.0,3.8,-6.4,1019.4,1024.5,0.0,0.0,2146.0,-1.1
수원,2024-01-07 04:00,-4.0,1.6,320.0,81.0,3.7,-6.7,1019.6,1024.7,2.0,2.0,2111.0,-1.3
수원,2024-01-07 05:00,-4.4,1.0,250.0,83.0,3.7,-6.8,1019.6,1024.8,0.0,0.0,1763.0,-1.7
수원,2024-01-07 06:00,-5.1,0.7,320.0,87.0,3.6,-6.9,1020.0,1025.2,0.0,0.0,1555.0,-2.1
수원,2024-01-07 07:00,-3.9,3.5,320.0,65.0,3.0,-9.5,1020.9,1026.1,0.0,0.0,2300.0,-2.1
수원,2024-01-07 08:00,-4.3,2.7,320.0,55.0,2.4,-12.0,1021.7,1026.9,0.0,0.0,3636.0,-2.2
수원,2024-01-07 09:00,-3.4,3.6,290.0,47.0,2.2,-13.1,1022.6,1027.8,0.0,0.0,4586.0,-1.4
수원,2024-01-07 10:00,-2.9,4.9,290.0,40.0,2.0,-14.6,1023.0,1028.1,0.0,0.0,4907.0,-1.2
수원,2024-01-07 11:00,-2.5,4.5,290.0,43.0,2.2,-13.3,1023.0,1028.1,0.0,0.0,5000.0,-0.2
수원,2024-01-07 12:00,-2.0,4.7,320.0,43.0,2.3,-12.9,1022.7,1027.8,0.0,0.0,5000.0,3.3
수원,2024-01-07 13:00,-1.1,5.0,290.0,45.0,2.5,-11.5,1022.0,1027.1,0.0,0.0,4940.0,5.8
수원,2024-01-07 14:00,-1.8,5.8,270.0,41.0,2.2,-13.3,1021.8,1026.9,1.0,1.0,5000.0,5.9
수원,2024-01-07 15:00,-1.7,5.5,290.0,41.0,2.2,-13.2,1021.9,1027.0,0.0,0.0,5000.0,5.1
수원,2024-01-07 16:00,-2.0,5.6,290.0,42.0,2.2,-13.2,1022.0,1027.1,0.0,0.0,5000.0,-1.1
수원,2024-01-07 17:00,-2.6,3.8,290.0,43.0,2.2,-13.4,1022.4,1027.5,0.0,0.0,5000.0,-2.7
수원,2024-01-07 18:00,-3.8,3.8,290.0,41.0,1.9,-15.1,1022.9,1028.1,0.0,0.0,5000.0,-4.4
수원,2024-01-07 19:00,-4.4,3.5,290.0,40.0,1.8,-16.0,1023.1,1028.3,0.0,0.0,5000.0,-5.1
수원,2024-01-07 20:00,-5.0,2.3,320.0,41.0,1.7,-16.2,1023.7,1028.9,0.0,0.0,5000.0,-5.3
수원,2024-01-07 21:00,-5.7,1.7,320.0,48.0,1.9,-14.9,1024.1,1029.3,0.0,0.0,5000.0,-5.5
수원,2024-01-07 22:00,-6.2,2.5,320.0,47.0,1.8,-15.7,1024.2,1029.4,3.0,1.0,5000.0,-6.2
수원,2024-01-07 23:00,-6.9,2.5,320.0,55.0,2.0,-14.4,1024.3,1029.5,0.0,0.0,5000.0,-6.6
수원,2024-01-08 00:00,-7.5,2.1,320.0,59.0,2.1,-14.1,1024.3,1029.5,0.0,0.0,5000.0,-7.0
수원,2024-01-08 01:00,-8.0,1.4,270.0,62.0,2.1,-14.0,1024.2,1029.5,0.0,0.0,5000.0,-7.5
수원,2024-01-08 02:00,-8.8,1.2,320.0,65.0,2.1,-14.1,1024.3,1029.6,0.0,0.0,4998.0,-7.5
수원,2024-01-08 03:00,-9.3,0.5,230.0,69.0,2.1,-13.9,1024.6,1029.9,0.0,0.0,4981.0,-7.9
수원,2024-01-08 04:00,-10.1,0.3,0.0,74.0,2.1,-13.8,1024.2,1029.5,0.0,0.0,4697.0,-8.2
수원,2024-01-08 05:00,-10.3,0.1,0.0,78.0,2.2,-13.4,1024.0,1029.3,0.0,0.0,3849.0,-8.2
수원,2024-01-08 06:00,-10.3,0.6,270.0,82.0,2.3,-12.7,1023.9,1029.2,0.0,0.0,3432.0,-8.2
수원,2024-01-08 07:00,-10.3,0.0,0.0,81.0,2.3,-12.9,1024.5,1029.8,0.0,0.0,2655.0,-8.5
수원,2024-01-08 08:00,-10.2,0.1,0.0,81.0,2.3,-12.8,1024.6,1029.9,0.0,0.0,3268.0,-8.1
수원,2024-01-08 09:00,-6.6,1.5,160.0,61.0,2.3,-12.8,1024.8,1030.0,0.0,0.0,4461.0,-6.0
수원,2024-01-08 10:00,-4.9,1.6,160.0,53.0,2.3,-13.0,1024.6,1029.8,0.0,0.0,4569.0,-5.0
수원,2024-01-08 11:00,-3.6,1.5,110.0,42.0,2.0,-14.6,1024.5,1029.7,0.0,0.0,5000.0,1.5
수원,2024-01-08 12:00,-2.8,0.9,200.0,37.0,1.8,-15.5,1023.6,1028.7,0.0,0.0,5000.0,5.4
수원,2024-01-08 13:00,-1.4,1.2,200.0,37.0,2.0,-14.2,1022.5,1027.6,0.0,0.0,5000.0,5.3
수원,2024-01-08 14:00,-0.1,1.1,200.0,30.0,1.8,-15.6,1021.8,1026.9,0.0,0.0,5000.0,7.0
수원,2024-01-08 15:00,-0.8,2.4,320.0,30.0,1.7,-16.2,1021.2,1026.3,5.0,0.0,5000.0,5.7
수원,2024-01-08 16:00,-0.3,2.6,250.0,48.0,2.9,-10.0,1020.8,1025.9,6.0,0.0,4785.0,1.4
수원,2024-01-08 17:00,-1.0,1.9,250.0,57.0,3.2,-8.4,1021.4,1026.5,7.0,0.0,4270.0,-0.3
수원,2024-01-08 18:00,-2.5,1.1,230.0,62.0,3.2,-8.7,1021.4,1026.5,7.0,0.0,3930.0,-0.7
수원,2024-01-08 19:00,-2.9,1.3,140.0,62.0,3.1,-9.1,1021.1,1026.2,6.0,6.0,4297.0,-0.9
수원,2024-01-08 20:00,-3.1,1.0,140.0,61.0,3.0,-9.5,1020.8,1025.9,6.0,6.0,3137.0,-1.3
수원,2024-01-08 21:00,-2.4,1.6,140.0,59.0,3.0,-9.3,1020.5,1025.6,9.0,9.0,4970.0,-1.1
수원,2024-01-08 22:00,-2.4,1.0,160.0,60.0,3.1,-9.1,1020.1,1025.2,1.0,1.0,4952.0,-1.2
수원,2024-01-08 23:00,-2.8,1.1,110.0,59.0,2.9,-9.7,1019.8,1024.9,4.0,3.0,4976.0,-1.6
수원,2024-01-09 00:00,-2.5,0.7,110.0,60.0,3.0,-9.2,1019.8,1024.9,9.0,9.0,4997.0,-1.2
수원,2024-01-09 01:00,-2.3,0.7,110.0,61.0,3.1,-8.8,1019.2,1024.3,8.0,4.0,4691.0,-1.1
수원,2024-01-09 02:00,-1.9,0.7,110.0,62.0,3.3,-8.2,1018.7,1023.8,5.0,5.0,4742.0,-1.1
수원,2024-01-09 03:00,-1.6,1.2,140.0,59.0,3.2,-8.5,1018.3,1023.4,9.0,9.0,5000.0,-1.2
수원,2024-01-09 04:00,-1.7,0.7,140.0,61.0,3.3,-8.2,1017.3,1022.4,9.0,9.0,4954.0,-1.2
수원,2024-01-09 05:00,-1.3,2.0,160.0,61.0,3.4,-7.8,1016.9,1022.0,9.0,9.0,4818.0,-1.2
수원,2024-01-09 06:00,-1.2,1.5,160.0,62.0,3.5,-7.5,1016.5,1021.6,9.0,9.0,4144.0,-1.1
수원,2024-01-09 07:00,-1.5,2.1,110.0,72.0,4.0,-5.8,1016.4,1021.5,10.0,10.0,1718.0,-1.1
수원,2024-01-09 08:00,-1.1,0.6,140.0,71.0,4.0,-5.6,1016.2,1021.3,10.0,10.0,2543.0,-1.0
수원,2024-01-09 09:00,-0.8,1.3,140.0,72.0,4.2,-5.2,1016.6,1021.7,10.0,9.0,1193.0,-0.8
수원,2024-01-09 10:00,-0.8,1.1,140.0,86.0,5.0,-2.8,1016.6,1021.7,10.0,9.0,595.0,-0.5
수원,2024-01-09 11:00,-0.5,0.8,50.0,86.0,5.1,-2.5,1016.4,1021.5,10.0,9.0,839.0,-0.3
수원,2024-01-09 12:00,-0.6,1.1,110.0,89.0,5.2,-2.1,1015.5,1020.6,10.0,9.0,496.0,-0.3
수원,2024-01-09 13:00,-0.2,1.1,90.0,92.0,5.6,-1.3,1014.6,1019.6,10.0,9.0,224.0,-0.3
수원,2024-01-09 14:00,0.0,1.1,110.0,93.0,5.7,-1.0,1013.9,1018.9,10.0,8.0,423.0,-0.3
