지점명,일시,기온(°C),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),전운량(10분위),중하층운량(10분위),시정(10m),지면온도(°C)
강화,2024-01-01 21:00,1.9,0.7,250.0,99.0,6.9,1.7,1020.8,1026.9,9.0,9.0,446.0,0.0
강화,2024-01-01 22:00,2.4,1.3,270.0,99.0,7.2,2.2,1020.8,1026.8,9.0,9.0,420.0,0.0
강화,2024-01-01 23:00,1.7,0.2,0.0,100.0,6.9,1.6,1020.4,1026.5,9.0,9.0,306.0,-0.1
강화,2024-01-02 00:00,2.0,1.3,270.0,97.0,6.8,1.5,1020.2,1026.3,9.0,9.0,480.0,0.0
강화,2024-01-02 01:00,2.0,0.9,250.0,92.0,6.5,0.8,1020.0,1026.0,9.0,9.0,620.0,-0.1
강화,2024-01-02 02:00,0.7,0.1,0.0,96.0,6.2,0.1,1019.6,1025.7,9.0,9.0,459.0,-0.1
강화,2024-01-02 03:00,0.6,0.2,0.0,99.0,6.3,0.4,1019.6,1025.7,9.0,9.0,543.0,-0.1
강화,2024-01-02 04:00,1.2,0.7,250.0,94.0,6.2,0.3,1019.1,1025.2,9.0,9.0,646.0,-0.1
강화,2024-01-02 05:00,1.2,0.8,290.0,89.0,5.9,-0.4,1018.7,1024.8,9.0,9.0,855.0,-0.1
강화,2024-01-02 06:00,0.6,0.7,360.0,94.0,6.0,-0.2,1018.4,1024.5,8.0,8.0,915.0,-0.1
강화,2024-01-02 07:00,0.4,0.1,0.0,95.0,6.0,-0.3,1018.5,1024.6,9.0,9.0,746.0,-0.1
강화,2024-01-02 08:00,0.0,0.4,0.0,99.0,6.1,-0.1,1018.5,1024.6,9.0,9.0,527.0,-0.1
강화,2024-01-02 09:00,1.9,0.7,270.0,77.0,5.4,-1.7,1018.6,1024.6,9.0,9.0,1205.0,-0.1
강화,2024-01-02 10:00,2.3,1.3,110.0,82.0,5.9,-0.4,1018.8,1024.8,8.0,8.0,1013.0,-0.1
강화,2024-01-02 11:00,3.7,1.6,230.0,62.0,4.9,-2.9,1018.4,1024.4,6.0,6.0,4674.0,1.2
강화,2024-01-02 12:00,3.9,2.4,270.0,64.0,5.2,-2.3,1018.1,1024.1,5.0,5.0,4177.0,1.4
강화,2024-01-02 13:00,3.6,2.7,250.0,59.0,4.7,-3.6,1017.5,1023.5,9.0,6.0,5000.0,1.7
강화,2024-01-02 14:00,4.0,2.4,250.0,58.0,4.7,-3.5,1016.8,1022.8,8.0,8.0,5000.0,2.4
강화,2024-01-02 15:00,3.8,1.9,290.0,59.0,4.8,-3.4,1016.6,1022.6,9.0,9.0,5000.0,1.3
강화,2024-01-02 16:00,3.5,1.1,250.0,68.0,5.4,-1.8,1016.6,1022.6,9.0,9.0,4029.0,0.9
강화,2024-01-02 17:00,2.9,1.4,270.0,70.0,5.3,-2.0,1016.4,1022.4,9.0,9.0,3892.0,0.2
강화,2024-01-02 18:00,2.7,0.9,270.0,71.0,5.3,-2.0,1016.5,1022.5,10.0,10.0,4280.0,-0.2
강화,2024-01-02 19:00,2.2,0.7,320.0,75.0,5.4,-1.7,1016.4,1022.4,10.0,10.0,4452.0,-0.3
강화,2024-01-02 20:00,1.6,0.8,320.0,80.0,5.5,-1.4,1016.6,1022.6,10.0,10.0,4326.0,-0.1
강화,2024-01-02 21:00,2.2,1.7,320.0,75.0,5.4,-1.7,1016.6,1022.6,10.0,10.0,4678.0,-0.1
강화,2024-01-02 22:00,2.3,1.7,320.0,75.0,5.4,-1.6,1016.2,1022.2,10.0,10.0,1009.0,-0.1
강화,2024-01-02 23:00,2.8,1.7,320.0,75.0,5.6,-1.1,1015.9,1021.9,10.0,10.0,3931.0,-0.1
강화,2024-01-03 00:00,2.4,1.1,320.0,76.0,5.5,-1.4,1015.8,1021.8,10.0,10.0,2958.0,-0.1
강화,2024-01-03 01:00,2.7,1.5,320.0,78.0,5.8,-0.7,1015.4,1021.4,10.0,10.0,2713.0,-0.1
강화,2024-01-03 02:00,2.5,0.8,320.0,80.0,5.8,-0.6,1014.9,1020.9,10.0,10.0,2418.0,-0.1
강화,2024-01-03 03:00,1.0,0.5,90.0,87.0,5.7,-0.9,1014.7,1020.7,10.0,10.0,1267.0,-0.1
강화,2024-01-03 04:00,0.7,0.1,0.0,92.0,5.9,-0.4,1014.4,1020.5,10.0,10.0,1388.0,-0.1
강화,2024-01-03 05:00,0.7,0.0,0.0,94.0,6.1,-0.1,1014.0,1020.0,10.0,10.0,1399.0,-0.1
강화,2024-01-03 06:00,0.7,0.0,0.0,95.0,6.1,0.0,1013.8,1019.8,10.0,10.0,1042.0,-0.1
강화,2024-01-03 07:00,0.5,0.0,0.0,98.0,6.2,0.2,1013.8,1019.9,3.0,3.0,603.0,-0.1
강화,2024-01-03 08:00,0.6,0.0,0.0,99.0,6.3,0.4,1013.9,1020.0,10.0,10.0,603.0,-0.1
강화,2024-01-03 09:00,1.0,0.0,0.0,98.0,6.4,0.7,1014.0,1020.0,9.0,9.0,599.0,-0.1
강화,2024-01-03 10:00,1.5,0.0,0.0,89.0,6.1,-0.1,1014.0,1020.0,9.0,9.0,778.0,-0.1
강화,2024-01-03 11:00,2.5,0.5,110.0,86.0,6.2,0.3,1013.8,1019.8,9.0,7.0,850.0,2.2
강화,2024-01-03 12:00,3.0,0.9,90.0,86.0,6.5,0.8,1013.6,1019.6,9.0,9.0,699.0,1.6
강화,2024-01-03 13:00,2.5,2.2,360.0,89.0,6.5,0.8,1013.2,1019.2,9.0,8.0,717.0,2.8
강화,2024-01-03 14:00,2.6,1.4,90.0,88.0,6.5,0.8,1013.0,1019.0,8.0,8.0,1270.0,2.9
강화,2024-01-03 15:00,3.2,1.2,230.0,75.0,5.8,-0.8,1013.1,1019.1,8.0,8.0,1691.0,3.3
강화,2024-01-03 16:00,3.5,1.3,290.0,77.0,6.1,-0.1,1013.7,1019.7,6.0,3.0,1629.0,2.3
강화,2024-01-03 17:00,2.3,2.6,230.0,87.0,6.2,0.3,1014.4,1020.4,3.0,3.0,1071.0,0.7
강화,2024-01-03 18:00,1.6,2.4,250.0,76.0,5.2,-2.1,1015.1,1021.1,0.0,0.0,1341.0,-0.1
강화,2024-01-03 19:00,1.7,1.8,270.0,56.0,3.9,-6.1,1015.6,1021.6,0.0,0.0,2685.0,-0.2
강화,2024-01-03 20:00,0.7,1.4,230.0,61.0,3.9,-5.9,1016.2,1022.3,0.0,0.0,2080.0,-0.4
강화,2024-01-03 21:00,-2.2,1.0,340.0,80.0,4.2,-5.1,1016.8,1022.9,0.0,0.0,1520.0,-0.6
강화,2024-01-03 22:00,-2.5,1.3,290.0,80.0,4.1,-5.4,1017.2,1023.3,0.0,0.0,1264.0,-0.7
강화,2024-01-03 23:00,-3.3,1.0,360.0,86.0,4.1,-5.3,1017.3,1023.5,0.0,0.0,1200.0,-0.8
강화,2024-01-04 00:00,-3.0,1.4,320.0,82.0,4.0,-5.6,1017.4,1023.6,0.0,0.0,1579.0,-1.0
강화,2024-01-04 01:00,-4.0,0.7,230.0,87.0,4.0,-5.8,1017.5,1023.7,0.0,0.0,1247.0,-1.1
강화,2024-01-04 02:00,-4.2,0.6,70.0,89.0,4.0,-5.7,1017.7,1023.9,0.0,0.0,1356.0,-1.3
강화,2024-01-04 03:00,-4.3,0.8,360.0,92.0,4.1,-5.4,1017.6,1023.8,0.0,0.0,1199.0,-1.3
강화,2024-01-04 04:00,-4.6,0.8,50.0,91.0,4.0,-5.8,1017.4,1023.6,0.0,0.0,1415.0,-1.4
강화,2024-01-04 05:00,-4.6,0.8,50.0,90.0,3.9,-5.9,1017.4,1023.6,0.0,0.0,1298.0,-1.5
강화,2024-01-04 06:00,-3.9,1.6,360.0,86.0,3.9,-5.9,1017.7,1023.9,0.0,0.0,1367.0,-1.6
강화,2024-01-04 07:00,-2.2,1.5,360.0,79.0,4.1,-5.3,1018.0,1024.1,9.0,9.0,1491.0,-0.9
강화,2024-01-04 08:00,-1.8,1.5,360.0,77.0,4.1,-5.3,1018.3,1024.4,9.0,9.0,1476.0,-0.9
강화,2024-01-04 09:00,-2.0,1.2,70.0,88.0,4.6,-3.7,1018.5,1024.6,7.0,7.0,716.0,-0.5
강화,2024-01-04 10:00,-0.2,1.2,90.0,71.0,4.3,-4.8,1019.0,1025.1,8.0,8.0,1020.0,-0.2
강화,2024-01-04 11:00,0.9,1.2,50.0,69.0,4.5,-4.1,1018.9,1025.0,8.0,6.0,979.0,0.0
강화,2024-01-04 12:00,2.8,0.8,70.0,66.0,4.9,-2.9,1018.2,1024.2,3.0,3.0,1021.0,0.4
강화,2024-01-04 13:00,3.3,2.8,180.0,65.0,5.0,-2.6,1017.3,1023.3,7.0,7.0,1337.0,0.8
강화,2024-01-04 14:00,4.2,1.7,200.0,66.0,5.5,-1.5,1016.6,1022.6,8.0,8.0,1398.0,1.2
강화,2024-01-04 15:00,4.2,2.0,200.0,68.0,5.6,-1.1,1015.7,1021.7,8.0,8.0,1366.0,1.2
강화,2024-01-04 16:00,4.2,1.9,200.0,70.0,5.8,-0.7,1015.6,1021.6,9.0,8.0,1371.0,0.8
강화,2024-01-04 17:00,4.5,1.6,200.0,71.0,6.0,-0.3,1015.5,1021.5,7.0,7.0,1323.0,0.2
강화,2024-01-04 18:00,4.7,2.7,200.0,72.0,6.1,0.0,1015.2,1021.2,9.0,9.0,1194.0,0.2
강화,2024-01-04 19:00,4.8,3.1,230.0,73.0,6.2,0.3,1015.0,1020.9,9.0,9.0,1303.0,0.2
강화,2024-01-04 20:00,4.2,2.1,180.0,79.0,6.5,0.8,1014.9,1020.9,9.0,9.0,1068.0,0.0
강화,2024-01-04 21:00,4.5,3.6,200.0,80.0,6.7,1.3,1014.7,1020.7,8.0,7.0,1025.0,0.1
강화,2024-01-04 22:00,4.4,3.0,200.0,80.0,6.7,1.2,1014.4,1020.4,6.0,3.0,894.0,-0.1
강화,2024-01-04 23:00,4.4,2.1,200.0,82.0,6.8,1.5,1014.3,1020.3,7.0,5.0,790.0,0.1
강화,2024-01-05 00:00,4.0,1.3,230.0,82.0,6.6,1.1,1014.3,1020.3,8.0,8.0,738.0,0.3
강화,2024-01-05 01:00,3.1,0.4,0.0,86.0,6.5,0.9,1014.2,1020.2,8.0,8.0,613.0,-0.2
강화,2024-01-05 02:00,3.5,1.1,70.0,91.0,7.1,2.1,1014.0,1020.0,9.0,9.0,613.0,0.2
강화,2024-01-05 03:00,6.4,3.1,250.0,85.0,8.1,4.0,1013.8,1019.7,9.0,9.0,1155.0,1.2
강화,2024-01-05 04:00,6.0,3.2,250.0,88.0,8.2,4.1,1013.6,1019.5,9.0,9.0,1024.0,1.6
강화,2024-01-05 05:00,5.8,3.0,270.0,86.0,7.9,3.6,1013.7,1019.6,9.0,4.0,575.0,1.4
강화,2024-01-05 06:00,4.8,1.7,270.0,89.0,7.6,3.1,1014.0,1019.9,8.0,2.0,441.0,0.6
강화,2024-01-05 07:00,5.2,1.8,270.0,88.0,7.7,3.3,1014.5,1020.5,9.0,4.0,407.0,1.4
강화,2024-01-05 08:00,5.4,1.4,270.0,88.0,7.8,3.5,1014.9,1020.8,9.0,3.0,376.0,1.3
강화,2024-01-05 09:00,4.4,1.4,250.0,94.0,7.8,3.5,1015.4,1021.4,0.0,0.0,306.0,0.6
강화,2024-01-05 10:00,5.6,2.8,250.0,87.0,7.9,3.6,1015.8,1021.7,0.0,0.0,394.0,2.6
강화,2024-01-05 11:00,6.8,3.0,250.0,74.0,7.3,2.4,1016.3,1022.2,0.0,0.0,523.0,4.4
강화,2024-01-05 12:00,7.0,3.9,250.0,70.0,7.0,1.8,1015.6,1021.5,0.0,0.0,552.0,5.9
강화,2024-01-05 13:00,7.2,4.0,250.0,68.0,6.9,1.6,1015.0,1020.9,0.0,0.0,542.0,7.7
강화,2024-01-05 14:00,7.4,2.9,290.0,66.0,6.8,1.4,1014.4,1020.3,0.0,0.0,497.0,8.9
강화,2024-01-05 15:00,6.7,3.8,250.0,67.0,6.5,0.9,1014.3,1020.2,0.0,0.0,496.0,7.8
강화,2024-01-05 16:00,5.5,3.1,250.0,77.0,6.9,1.7,1014.6,1020.5,0.0,0.0,391.0,5.7
강화,2024-01-05 17:00,4.1,2.0,250.0,87.0,7.1,2.1,1014.6,1020.6,0.0,0.0,306.0,3.1
강화,2024-01-05 18:00,2.1,1.1,290.0,95.0,6.7,1.3,1015.0,1021.0,0.0,0.0,239.0,1.0
강화,2024-01-05 19:00,0.7,0.9,270.0,99.0,6.3,0.5,1015.2,1021.3,0.0,0.0,230.0,0.0
강화,2024-01-05 20:00,2.6,2.3,290.0,78.0,5.8,-0.8,1015.4,1021.4,0.0,0.0,980.0,0.0
강화,2024-01-05 21:00,1.7,3.3,320.0,76.0,5.3,-2.0,1015.9,1021.9,0.0,0.0,2057.0,0.0
강화,2024-01-05 22:00,-1.1,0.9,200.0,86.0,4.9,-3.1,1016.3,1022.4,0.0,0.0,1257.0,-0.2
강화,2024-01-05 23:00,-1.2,1.7,270.0,87.0,4.9,-3.0,1016.5,1022.6,0.0,0.0,1643.0,-0.4
강화,2024-01-06 00:00,-1.7,1.9,290.0,87.0,4.7,-3.5,1016.6,1022.7,0.0,0.0,1474.0,-0.6
강화,2024-01-06 01:00,-3.1,0.7,270.0,90.0,4.4,-4.5,1016.6,1022.8,1.0,0.0,1779.0,-0.8
강화,2024-01-06 02:00,-2.9,1.7,270.0,85.0,4.2,-5.0,1016.7,1022.8,0.0,0.0,2308.0,-1.0
강화,2024-01-06 03:00,-1.6,2.8,320.0,73.0,4.0,-5.8,1017.2,1023.3,0.0,0.0,5000.0,-1.1
강화,2024-01-06 04:00,-2.1,1.8,290.0,79.0,4.2,-5.2,1017.1,1023.2,0.0,0.0,4894.0,-1.2
강화,2024-01-06 05:00,-4.4,0.9,360.0,90.0,4.0,-5.7,1017.1,1023.3,0.0,0.0,4937.0,-1.4
강화,2024-01-06 06:00,-4.8,0.8,360.0,89.0,3.8,-6.3,1017.3,1023.5,0.0,0.0,5000.0,-1.6
강화,2024-01-06 07:00,-4.8,1.0,20.0,85.0,3.6,-6.9,1017.6,1023.8,0.0,0.0,5000.0,-1.7
강화,2024-01-06 08:00,-5.2,0.7,20.0,87.0,3.6,-7.0,1018.0,1024.2,0.0,0.0,5000.0,-1.8
강화,2024-01-06 09:00,-1.8,0.3,0.0,73.0,3.9,-6.0,1018.4,1024.5,0.0,0.0,4998.0,-1.2
강화,2024-01-06 10:00,1.1,1.4,20.0,43.0,2.8,-10.1,1018.5,1024.6,1.0,0.0,5000.0,-0.9
강화,2024-01-06 11:00,1.9,1.2,180.0,45.0,3.1,-8.8,1018.2,1024.2,1.0,0.0,5000.0,-0.4
강화,2024-01-06 12:00,2.9,2.0,20.0,37.0,2.8,-10.3,1017.8,1023.8,0.0,0.0,5000.0,0.0
강화,2024-01-06 13:00,3.3,2.6,270.0,38.0,3.0,-9.6,1017.3,1023.3,0.0,0.0,5000.0,1.5
강화,2024-01-06 14:00,3.3,3.1,250.0,41.0,3.2,-8.7,1016.4,1022.4,0.0,0.0,5000.0,1.3
강화,2024-01-06 15:00,3.3,2.6,250.0,42.0,3.2,-8.4,1016.4,1022.4,0.0,0.0,5000.0,1.5
강화,2024-01-06 16:00,3.2,1.3,230.0,43.0,3.3,-8.2,1016.3,1022.3,3.0,0.0,5000.0,0.9
강화,2024-01-06 17:00,1.8,1.9,250.0,60.0,4.2,-5.1,1016.6,1022.6,8.0,8.0,5000.0,0.0
강화,2024-01-06 18:00,-0.3,1.2,230.0,98.0,5.9,-0.5,1017.1,1023.2,8.0,8.0,240.0,0.0
강화,2024-01-06 19:00,-0.2,0.1,0.0,100.0,6.0,-0.2,1017.0,1023.1,8.0,7.0,113.0,0.0
강화,2024-01-06 20:00,0.4,1.3,250.0,100.0,6.2,0.3,1016.9,1023.0,8.0,8.0,1501.0,0.0
강화,2024-01-06 21:00,0.1,1.5,290.0,90.0,5.6,-1.3,1017.4,1023.5,6.0,6.0,3039.0,0.0
강화,2024-01-06 22:00,-2.5,0.6,160.0,94.0,4.8,-3.3,1018.0,1024.1,0.0,0.0,1606.0,0.0
강화,2024-01-06 23:00,-1.7,1.4,250.0,75.0,4.1,-5.5,1018.4,1024.5,0.0,0.0,3054.0,0.0
강화,2024-01-07 00:00,-2.3,1.1,290.0,74.0,3.8,-6.3,1018.8,1024.9,0.0,0.0,3006.0,0.0
강화,2024-01-07 01:00,-3.7,1.0,320.0,81.0,3.8,-6.4,1018.6,1024.8,0.0,0.0,3081.0,0.0
강화,2024-01-07 02:00,-5.4,1.1,290.0,90.0,3.7,-6.7,1018.6,1024.8,0.0,0.0,1903.0,0.0
강화,2024-01-07 03:00,-5.1,1.0,270.0,95.0,4.0,-5.7,1019.1,1025.3,2.0,0.0,1795.0,0.0
강화,2024-01-07 04:00,-3.1,1.3,230.0,77.0,3.8,-6.5,1019.4,1025.6,7.0,0.0,1920.0,-0.1
강화,2024-01-07 05:00,-3.4,1.6,250.0,61.0,2.9,-9.8,1019.6,1025.8,0.0,0.0,2320.0,-0.1
강화,2024-01-07 06:00,-3.8,1.7,160.0,52.0,2.4,-12.2,1019.9,1026.1,0.0,0.0,4143.0,-0.1
강화,2024-01-07 07:00,-5.9,0.5,230.0,59.0,2.3,-12.6,1020.7,1026.9,7.0,0.0,4889.0,-0.1
강화,2024-01-07 08:00,-4.7,1.9,270.0,48.0,2.1,-14.0,1021.6,1027.8,0.0,0.0,5000.0,-0.2
강화,2024-01-07 09:00,-4.6,2.1,200.0,52.0,2.3,-12.9,1022.3,1028.5,0.0,0.0,5000.0,-0.2
강화,2024-01-07 10:00,-4.3,3.0,200.0,45.0,2.0,-14.4,1022.8,1029.0,0.0,0.0,5000.0,-0.1
강화,2024-01-07 11:00,,,,,,,,,3.0,,,
강화,2024-01-07 12:00,,,,,,,,,0.0,,,
강화,2024-01-07 13:00,,,,,,,,,0.0,,,
강화,2024-01-07 14:00,,,,,,,,,0.0,,,
강화,2024-01-07 15:00,,,,,,,,,0.0,,,
강화,2024-01-07 16:00,-3.7,3.8,250.0,38.0,1.8,-15.9,1022.0,1028.2,0.0,0.0,5000.0,0.0
강화,2024-01-07 17:00,-4.5,2.1,230.0,41.0,1.8,-15.7,1022.5,1028.7,0.0,0.0,5000.0,-0.1
강화,2024-01-07 18:00,-5.7,1.4,360.0,45.0,1.8,-15.7,1023.1,1029.3,0.0,0.0,5000.0,-0.3
강화,2024-01-07 19:00,-6.6,1.5,360.0,48.0,1.8,-15.8,1023.5,1029.8,0.0,0.0,5000.0,-0.3
강화,2024-01-07 20:00,-7.2,2.4,290.0,55.0,2.0,-14.7,1023.8,1030.1,0.0,0.0,5000.0,-0.4
강화,2024-01-07 21:00,-9.0,0.9,340.0,65.0,2.0,-14.3,1024.6,1030.9,0.0,0.0,4930.0,-0.4
강화,2024-01-07 22:00,-8.0,2.9,360.0,59.0,2.0,-14.6,1024.0,1030.3,0.0,0.0,5000.0,-0.5
강화,2024-01-07 23:00,-8.1,1.9,20.0,57.0,1.9,-15.1,1024.5,1030.8,0.0,0.0,5000.0,-0.5
강화,2024-01-08 00:00,-8.5,1.2,270.0,57.0,1.8,-15.5,1024.2,1030.5,0.0,0.0,5000.0,-0.6
강화,2024-01-08 01:00,-8.9,0.9,290.0,60.0,1.9,-15.2,1023.9,1030.2,3.0,0.0,5000.0,-0.6
강화,2024-01-08 02:00,-9.5,0.7,230.0,64.0,1.9,-15.0,1024.0,1030.4,0.0,0.0,4887.0,-0.7
강화,2024-01-08 03:00,-11.0,1.2,360.0,71.0,1.9,-15.2,1024.1,1030.5,2.0,0.0,4825.0,-0.8
강화,2024-01-08 04:00,-11.3,0.8,340.0,73.0,1.9,-15.1,1024.0,1030.4,2.0,0.0,5000.0,-0.9
강화,2024-01-08 05:00,-11.5,0.8,360.0,71.0,1.8,-15.7,1023.4,1029.8,0.0,0.0,5000.0,-1.0
강화,2024-01-08 06:00,-12.0,0.9,50.0,75.0,1.8,-15.5,1023.4,1029.8,0.0,0.0,3759.0,-1.0
강화,2024-01-08 07:00,-12.0,1.2,360.0,73.0,1.8,-15.8,1023.7,1030.1,0.0,0.0,5000.0,-1.1
강화,2024-01-08 08:00,-11.5,1.5,360.0,70.0,1.8,-15.8,1023.8,1030.2,3.0,0.0,5000.0,-1.1
강화,2024-01-08 09:00,-8.4,0.7,90.0,68.0,2.2,-13.2,1024.3,1030.6,7.0,0.0,3408.0,-1.1
강화,2024-01-08 10:00,-7.6,1.4,90.0,56.0,1.9,-14.8,1024.2,1030.5,0.0,0.0,5000.0,-0.8
강화,2024-01-08 11:00,-5.9,0.9,90.0,48.0,1.9,-15.1,1024.2,1030.5,2.0,0.0,5000.0,-0.4
강화,2024-01-08 12:00,-4.5,1.5,160.0,44.0,1.9,-14.9,1023.2,1029.4,2.0,0.0,5000.0,-0.2
강화,2024-01-08 13:00,-3.1,1.9,110.0,48.0,2.3,-12.5,1022.3,1028.5,2.0,0.0,5000.0,-0.2
강화,2024-01-08 14:00,-3.1,3.0,250.0,56.0,2.7,-10.6,1021.8,1028.0,6.0,1.0,5000.0,-0.1
강화,2024-01-08 15:00,-2.4,2.8,250.0,59.0,3.0,-9.3,1021.0,1027.2,6.0,1.0,5000.0,-0.1
강화,2024-01-08 16:00,-2.4,1.6,270.0,66.0,3.4,-7.8,1020.7,1026.9,6.0,0.0,5000.0,-0.1
강화,2024-01-08 17:00,-2.7,0.4,0.0,67.0,3.4,-7.9,1020.5,1026.7,7.0,0.0,5000.0,-0.3
강화,2024-01-08 18:00,-4.0,0.4,0.0,75.0,3.4,-7.7,1020.7,1026.9,8.0,3.0,4957.0,-0.5
강화,2024-01-08 19:00,-4.5,1.6,360.0,77.0,3.4,-7.9,1020.4,1026.6,6.0,3.0,4917.0,-0.6
강화,2024-01-08 20:00,-4.5,1.4,20.0,79.0,3.5,-7.5,1020.0,1026.2,8.0,5.0,4685.0,-0.7
강화,2024-01-08 21:00,-3.1,0.9,20.0,77.0,3.8,-6.5,1019.8,1026.0,9.0,9.0,4880.0,-0.5
강화,2024-01-08 22:00,-2.5,1.7,50.0,69.0,3.5,-7.4,1019.4,1025.6,9.0,9.0,4913.0,-0.5
강화,2024-01-08 23:00,-2.9,0.4,0.0,75.0,3.7,-6.7,1019.4,1025.6,9.0,9.0,2857.0,-0.5
강화,2024-01-09 00:00,-2.7,0.6,20.0,79.0,4.0,-5.8,1019.4,1025.6,9.0,9.0,2706.0,-0.4
강화,2024-01-09 01:00,-2.0,1.1,20.0,66.0,3.5,-7.5,1018.2,1024.3,9.0,9.0,4417.0,-0.4
강화,2024-01-09 02:00,-1.9,1.0,50.0,67.0,3.6,-7.2,1017.6,1023.7,10.0,10.0,4273.0,-0.4
강화,2024-01-09 03:00,-1.7,1.1,50.0,71.0,3.8,-6.2,1017.1,1023.2,10.0,8.0,4045.0,-0.3
강화,2024-01-09 04:00,-1.3,1.1,70.0,70.0,3.9,-6.0,1016.5,1022.6,9.0,9.0,4543.0,-0.3
강화,2024-01-09 05:00,-1.0,1.3,50.0,70.0,4.0,-5.7,1015.9,1022.0,10.0,10.0,4562.0,-0.3
강화,2024-01-09 06:00,-1.2,1.2,20.0,80.0,4.5,-4.2,1015.6,1021.7,10.0,10.0,1654.0,-0.3
강화,2024-01-09 07:00,-1.4,1.0,50.0,91.0,5.0,-2.6,1015.5,1021.6,9.0,9.0,406.0,-0.2
강화,2024-01-09 08:00,-1.8,1.2,70.0,96.0,5.2,-2.3,1015.5,1021.6,9.0,9.0,1074.0,-0.2
강화,2024-01-09 09:00,-1.5,1.0,70.0,93.0,5.1,-2.4,1015.8,1021.9,10.0,10.0,925.0,-0.2
강화,2024-01-09 10:00,-1.1,1.1,70.0,93.0,5.3,-2.0,1015.9,1022.0,10.0,10.0,584.0,-0.2
강화,2024-01-09 11:00,-0.8,1.1,70.0,93.0,5.4,-1.7,1015.6,1021.7,10.0,10.0,513.0,-0.1
강화,2024-01-09 12:00,-0.8,0.6,90.0,97.0,5.6,-1.2,1014.9,1021.0,10.0,9.0,317.0,-0.1
강화,2024-01-09 13:00,-0.7,0.9,140.0,100.0,5.8,-0.7,1013.9,1020.0,10.0,4.0,220.0,-0.1
강화,2024-01-09 14:00,-0.7,1.5,90.0,98.0,5.7,-0.9,1013.3,1019.4,9.0,9.0,454.0,-0.1
강화,2024-01-09 15:00,-0.6,1.0,90.0,95.0,5.6,-1.3,1013.4,1019.5,10.0,10.0,501.0,-0.1
강화,2024-01-09 16:00,-0.2,0.4,0.0,93.0,5.6,-1.2,1013.4,1019.5,10.0,10.0,665.0,-0.1
강화,2024-01-09 17:00,-0.3,1.1,160.0,95.0,5.7,-1.0,1013.4,1019.5,9.0,4.0,604.0,-0.1
