지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
295,남해,2024-01-01 20:00,6.4,,,,1.2,,270.0,,68.0,,6.5,0.9,1020.5,,1026.2,,,9.0,,9.0,,,9.0,9.0,,17.0,4.9,,,,,
295,남해,2024-01-01 21:00,5.8,,,,0.4,,0.0,,70.0,,6.4,0.7,1020.4,,1026.1,,,9.0,,9.0,,,9.0,9.0,,16.0,5.0,,,,,
295,남해,2024-01-01 22:00,6.1,,,,1.5,,270.0,,70.0,,6.6,1.0,1020.2,,1025.9,,,9.0,,9.0,,,5.0,2.0,,19.0,3.4,,,,,
295,남해,2024-01-01 23:00,6.3,,,,0.8,,250.0,,69.0,,6.6,1.0,1020.2,,1025.9,,,9.0,,9.0,,,7.0,7.0,,13.0,3.9,,,,,
295,남해,2024-01-02 00:00,5.7,,,,0.3,,0.0,,71.0,,6.5,0.8,1019.8,,1025.5,,,9.0,,9.0,,,9.0,9.0,,,4.9,,,,,
295,남해,2024-01-02 01:00,6.0,,,,0.3,,0.0,,75.0,,7.0,1.8,1019.3,,1025.0,,,9.0,,9.0,,,10.0,10.0,,11.0,5.3,,,,,
295,남해,2024-01-02 02:00,6.1,,,9.0,0.5,,290.0,,74.0,,7.0,1.8,1018.9,,1024.6,,,9.0,,9.0,,,9.0,9.0,,8.0,4.6,,,,,
295,남해,2024-01-02 03:00,5.5,,0.1,,0.1,,0.0,,83.0,,7.5,2.8,1018.8,,1024.5,,,9.0,,9.0,,,10.0,10.0,,10.0,4.8,,,,,
295,남해,2024-01-02 04:00,5.2,,,9.0,0.3,,0.0,,87.0,,7.7,3.2,1018.4,,1024.1,,,9.0,,9.0,,,10.0,8.0,,8.0,4.3,,,,,
295,남해,2024-01-02 05:00,5.4,,,9.0,0.4,,0.0,,91.0,,8.1,4.0,1017.7,,1023.4,,,9.0,,9.0,,,10.0,9.0,,10.0,4.8,,,,,
295,남해,2024-01-02 06:00,5.5,,0.0,,1.0,,270.0,,80.0,,7.2,2.3,1017.7,,1023.4,,,9.0,,9.0,,,10.0,3.0,,19.0,2.7,,,,,
295,남해,2024-01-02 07:00,6.5,,,9.0,2.5,,290.0,,66.0,,6.3,0.5,1017.8,,1023.5,,,9.0,,9.0,,,7.0,2.0,,51.0,2.3,,,,,
295,남해,2024-01-02 08:00,4.9,,,9.0,0.8,,270.0,,70.0,,6.1,-0.1,1017.6,,1023.3,,0.0,,,9.0,,,2.0,0.0,,,1.4,,,,,
295,남해,2024-01-02 09:00,7.6,,,9.0,1.8,,290.0,,55.0,,5.8,-0.8,1017.4,,1023.0,,0.7,,,9.0,,,2.0,0.0,,,5.4,,,,,
295,남해,2024-01-02 10:00,8.6,,,9.0,2.8,,320.0,,53.0,,5.9,-0.4,1017.9,,1023.5,,1.0,,,9.0,,,3.0,0.0,,,11.6,,,,,
295,남해,2024-01-02 11:00,9.3,,,9.0,2.9,,290.0,,50.0,,5.8,-0.6,1017.3,,1022.9,,1.0,,,9.0,,,4.0,0.0,,,15.6,,,,,
295,남해,2024-01-02 12:00,10.2,,,9.0,1.9,,320.0,,48.0,,6.0,-0.3,1016.1,,1021.7,,1.0,,,9.0,,,3.0,0.0,,,20.2,,,,,
295,남해,2024-01-02 13:00,10.4,,,9.0,3.3,,290.0,,48.0,,6.1,-0.1,1015.2,,1020.8,,1.0,,,9.0,,,1.0,0.0,,,20.6,,,,,
295,남해,2024-01-02 14:00,10.4,,,9.0,3.3,,320.0,,48.0,,6.1,-0.1,1014.3,,1019.9,,1.0,,,9.0,,,2.0,0.0,,,18.3,,,,,
295,남해,2024-01-02 15:00,10.3,,,9.0,3.2,,270.0,,49.0,,6.1,0.0,1014.3,,1019.9,,1.0,,,9.0,,,5.0,0.0,,,14.9,,,,,
295,남해,2024-01-02 16:00,9.7,,,9.0,2.4,,290.0,,50.0,,6.0,-0.2,1014.3,,1019.9,,1.0,,,9.0,,,4.0,1.0,,50.0,10.4,,,,,
295,남해,2024-01-02 17:00,8.7,,,9.0,3.4,,270.0,,53.0,,6.0,-0.3,1014.4,,1020.0,,0.3,,,9.0,,,5.0,0.0,,,6.7,,,,,
295,남해,2024-01-02 18:00,7.9,,,9.0,2.0,,290.0,,56.0,,6.0,-0.3,1014.9,,1020.5,,0.0,,,9.0,,,6.0,4.0,,31.0,4.8,,,,,
295,남해,2024-01-02 19:00,7.9,,,9.0,2.4,,270.0,,56.0,,6.0,-0.3,1014.9,,1020.5,,,9.0,,9.0,,,8.0,8.0,,26.0,5.9,,,,,
295,남해,2024-01-02 20:00,7.7,,,9.0,1.6,,270.0,,57.0,,6.0,-0.2,1014.6,,1020.2,,,9.0,,9.0,,,9.0,9.0,,25.0,5.9,,,,,
295,남해,2024-01-02 21:00,7.4,,,9.0,1.7,,270.0,,57.0,,5.9,-0.5,1014.7,,1020.3,,,9.0,,9.0,,,10.0,5.0,,27.0,5.2,,,,,
295,남해,2024-01-02 22:00,7.2,,,9.0,2.4,,270.0,,59.0,,6.0,-0.2,1014.1,,1019.7,,,9.0,,9.0,,,8.0,8.0,,30.0,4.9,,,,,
295,남해,2024-01-02 23:00,6.7,,,9.0,1.5,,270.0,,60.0,,5.9,-0.5,1013.9,,1019.5,,,9.0,,9.0,,,8.0,8.0,,29.0,4.3,,,,,
295,남해,2024-01-03 00:00,7.2,,,9.0,2.1,,290.0,,58.0,,5.9,-0.5,1013.3,,1018.9,,,9.0,,9.0,,,10.0,10.0,,,4.8,,,,,
295,남해,2024-01-03 01:00,7.0,,,,2.1,,290.0,,59.0,,5.9,-0.4,1013.0,,1018.6,,,9.0,,9.0,,,10.0,10.0,,28.0,4.9,,,,,
295,남해,2024-01-03 02:00,6.6,,,,2.1,,250.0,,62.0,,6.1,-0.1,1013.2,,1018.8,,,9.0,,9.0,,,10.0,10.0,,23.0,4.8,,,,,
295,남해,2024-01-03 03:00,6.3,,,,2.2,,320.0,,62.0,,5.9,-0.4,1013.0,,1018.6,,,9.0,,9.0,,,10.0,10.0,,24.0,4.6,,,,,
295,남해,2024-01-03 04:00,6.2,,,,2.9,,320.0,,63.0,,6.0,-0.3,1013.0,,1018.6,,,9.0,,9.0,,,10.0,9.0,,34.0,4.5,,,,,
295,남해,2024-01-03 05:00,5.9,,,,2.9,,290.0,,66.0,,6.1,0.0,1012.3,,1018.0,,,9.0,,9.0,,,10.0,7.0,,24.0,4.5,,,,,
295,남해,2024-01-03 06:00,5.6,,,,1.4,,320.0,,68.0,,6.2,0.1,1012.3,,1018.0,,,9.0,,9.0,,,10.0,6.0,,14.0,4.6,,,,,
295,남해,2024-01-03 07:00,4.3,,,9.0,1.1,,270.0,,83.0,,6.9,1.6,1012.9,,1018.6,,,9.0,,9.0,,,10.0,8.0,,5.0,4.5,,,,,
295,남해,2024-01-03 08:00,4.3,,,9.0,1.1,,340.0,,83.0,,6.9,1.6,1013.1,,1018.8,,0.0,,,9.0,,,10.0,10.0,,4.0,4.6,,,,,
295,남해,2024-01-03 09:00,4.2,,0.2,,0.7,,20.0,,86.0,,7.1,2.0,1013.2,,1018.9,,0.0,,,9.0,,,10.0,10.0,,4.0,5.7,,,,,
295,남해,2024-01-03 10:00,4.7,,,9.0,1.2,,20.0,,84.0,,7.2,2.2,1013.2,,1018.9,,0.0,,,9.0,,,8.0,8.0,,3.0,8.8,,,,,
295,남해,2024-01-03 11:00,5.6,,,9.0,1.5,,20.0,,83.0,,7.5,2.9,1012.8,,1018.5,,0.3,,,9.0,,,7.0,7.0,,3.0,16.1,,,,,
295,남해,2024-01-03 12:00,5.3,,,9.0,1.4,,50.0,,79.0,,7.0,1.9,1012.1,,1017.8,,0.4,,,9.0,,,6.0,4.0,,9.0,11.8,,,,,
295,남해,2024-01-03 13:00,7.2,,,9.0,1.3,,50.0,,70.0,,7.1,2.0,1011.3,,1016.9,,0.6,,,9.0,,,4.0,2.0,,12.0,19.6,,,,,
295,남해,2024-01-03 14:00,9.1,,,9.0,2.6,,320.0,,45.0,,5.2,-2.2,1010.9,,1016.5,,1.0,,,9.0,,,3.0,0.0,,,18.5,,,,,
295,남해,2024-01-03 15:00,8.2,,,9.0,3.6,,320.0,,47.0,,5.1,-2.4,1011.3,,1016.9,,1.0,,,9.0,,,0.0,0.0,,,13.2,,,,,
295,남해,2024-01-03 16:00,7.2,,,9.0,4.5,,320.0,,49.0,,5.0,-2.8,1012.2,,1017.8,,0.8,,,9.0,,,2.0,0.0,,,7.5,,,,,
295,남해,2024-01-03 17:00,6.8,,,9.0,1.7,,360.0,,52.0,,5.2,-2.3,1012.8,,1018.4,,0.2,,,9.0,,,1.0,0.0,,,5.1,,,,,
295,남해,2024-01-03 18:00,6.4,,,9.0,3.6,,320.0,,53.0,,5.1,-2.5,1013.9,,1019.5,,0.0,,,9.0,,,0.0,0.0,,,3.7,,,,,
295,남해,2024-01-03 19:00,5.5,,,9.0,1.1,,270.0,,56.0,,5.1,-2.5,1014.2,,1019.9,,,9.0,,9.0,,,0.0,0.0,,,2.5,,,,,
295,남해,2024-01-03 20:00,5.7,,,9.0,3.1,,290.0,,53.0,,4.9,-3.1,1014.6,,1020.3,,,9.0,,9.0,,,6.0,6.0,,14.0,2.7,,,,,
295,남해,2024-01-03 21:00,5.4,,,9.0,2.3,,290.0,,56.0,,5.0,-2.6,1015.0,,1020.7,,,9.0,,9.0,,,7.0,4.0,,17.0,3.0,,,,,
295,남해,2024-01-03 22:00,5.0,,,9.0,2.4,,290.0,,57.0,,5.0,-2.8,1015.4,,1021.1,,,9.0,,9.0,,,0.0,0.0,,,1.2,,,,,
295,남해,2024-01-03 23:00,4.6,,,9.0,2.3,,290.0,,56.0,,4.8,-3.4,1015.7,,1021.4,,,9.0,,9.0,,,0.0,0.0,,,0.7,,,,,
295,남해,2024-01-04 00:00,4.2,,,9.0,3.1,,290.0,,59.0,,4.9,-3.1,1015.7,,1021.4,,,9.0,,9.0,,,0.0,0.0,,,0.1,,,,,
295,남해,2024-01-04 01:00,3.9,,,,2.3,,270.0,,61.0,,4.9,-2.9,1015.9,,1021.6,,,9.0,,9.0,,,0.0,0.0,,,-0.1,,,,,
295,남해,2024-01-04 02:00,3.6,,,,2.8,,290.0,,55.0,,4.3,-4.6,1016.0,,1021.7,,,9.0,,9.0,,,0.0,0.0,,,-0.1,,,,,
295,남해,2024-01-04 03:00,2.6,,,,2.2,,290.0,,60.0,,4.4,-4.3,1016.3,,1022.0,,,9.0,,9.0,,,0.0,0.0,,,-0.4,,,,,
295,남해,2024-01-04 04:00,1.0,,,,1.0,,250.0,,66.0,,4.3,-4.6,1016.2,,1022.0,,,9.0,,9.0,,,0.0,0.0,,,-0.8,,,,,
295,남해,2024-01-04 05:00,0.4,,,,0.8,,270.0,,68.0,,4.3,-4.8,1016.6,,1022.4,,,9.0,,9.0,,,0.0,0.0,,,-1.2,,,,,
295,남해,2024-01-04 06:00,0.5,,,,0.9,,250.0,,66.0,,4.2,-5.1,1016.9,,1022.7,,,9.0,,9.0,,,0.0,0.0,,,-1.5,,,,,
295,남해,2024-01-04 07:00,-0.8,,,,0.4,,0.0,,77.0,,4.4,-4.3,1017.5,,1023.3,,,9.0,,9.0,,,0.0,0.0,,,-2.1,,,,,
295,남해,2024-01-04 08:00,-0.3,,,,1.0,,250.0,,73.0,,4.4,-4.5,1018.1,,1023.9,,0.0,,,9.0,,,0.0,0.0,,,-1.8,,,,,
295,남해,2024-01-04 09:00,1.6,,,,0.6,,250.0,,69.0,,4.8,-3.4,1018.7,,1024.5,,0.7,,,9.0,,,0.0,0.0,,,0.2,,,,,
295,남해,2024-01-04 10:00,3.1,,,,1.1,,70.0,,65.0,,5.0,-2.8,1019.4,,1025.1,,1.0,,,9.0,,,0.0,0.0,,,5.3,,,,,
295,남해,2024-01-04 11:00,4.3,,,,0.9,,360.0,,57.0,,4.8,-3.4,1019.1,,1024.8,,1.0,,,9.0,,,0.0,0.0,,,13.3,,,,,
295,남해,2024-01-04 12:00,5.4,,,,1.1,,50.0,,53.0,,4.8,-3.4,1018.4,,1024.1,,1.0,,,9.0,,,0.0,0.0,,,18.5,,,,,
295,남해,2024-01-04 13:00,6.7,,,,1.3,,20.0,,49.0,,4.8,-3.2,1017.4,,1023.1,,1.0,,,9.0,,,0.0,0.0,,,20.3,,,,,
295,남해,2024-01-04 14:00,7.7,,,,1.1,,70.0,,47.0,,4.9,-2.9,1016.6,,1022.2,,1.0,,,9.0,,,0.0,0.0,,,18.5,,,,,
295,남해,2024-01-04 15:00,9.0,,,,1.1,,90.0,,41.0,,4.7,-3.5,1016.2,,1021.8,,1.0,,,9.0,,,0.0,0.0,,,14.4,,,,,
295,남해,2024-01-04 16:00,8.8,,,,2.0,,270.0,,42.0,,4.8,-3.4,1016.2,,1021.8,,1.0,,,9.0,,,0.0,0.0,,,9.2,,,,,
295,남해,2024-01-04 17:00,6.6,,,,1.3,,230.0,,54.0,,5.3,-2.0,1016.3,,1022.0,,0.4,,,9.0,,,0.0,0.0,,,4.4,,,,,
295,남해,2024-01-04 18:00,6.2,,,,1.5,,230.0,,57.0,,5.4,-1.7,1016.7,,1022.4,,0.0,,,9.0,,,0.0,0.0,,,2.3,,,,,
295,남해,2024-01-04 19:00,5.3,,,,0.9,,290.0,,62.0,,5.5,-1.4,1016.7,,1022.4,,,9.0,,9.0,,,0.0,0.0,,,0.6,,,,,
295,남해,2024-01-04 20:00,5.0,,,,0.7,,270.0,,62.0,,5.4,-1.6,1016.7,,1022.4,,,9.0,,9.0,,,0.0,0.0,,,0.1,,,,,
295,남해,2024-01-04 21:00,5.2,,,,0.7,,270.0,,63.0,,5.6,-1.2,1017.0,,1022.7,,,9.0,,9.0,,,0.0,0.0,,,-0.2,,,,,
295,남해,2024-01-04 22:00,3.3,,,,0.5,,270.0,,71.0,,5.5,-1.4,1017.1,,1022.8,,,9.0,,9.0,,,0.0,0.0,,,-0.5,,,,,
295,남해,2024-01-04 23:00,5.1,,,,0.9,,290.0,,68.0,,6.0,-0.3,1017.2,,1022.9,,,9.0,,9.0,,,0.0,0.0,,,-0.4,,,,,
295,남해,2024-01-05 00:00,5.0,,,,1.2,,20.0,,69.0,,6.0,-0.2,1016.9,,1022.6,,,9.0,,9.0,,,0.0,0.0,,,-0.3,,,,,
295,남해,2024-01-05 01:00,6.4,,,,1.4,,290.0,,68.0,,6.5,0.9,1016.6,,1022.3,,,9.0,,9.0,,,0.0,0.0,,,-0.2,,,,,
295,남해,2024-01-05 02:00,5.8,,,,0.8,,90.0,,73.0,,6.7,1.3,1016.4,,1022.1,,,9.0,,9.0,,,0.0,0.0,,,-0.3,,,,,
295,남해,2024-01-05 03:00,4.2,,,,0.6,,360.0,,80.0,,6.6,1.0,1016.5,,1022.2,,,9.0,,9.0,,,0.0,0.0,,,-0.4,,,,,
295,남해,2024-01-05 04:00,2.7,,,,0.4,,0.0,,86.0,,6.3,0.5,1016.3,,1022.0,,,9.0,,9.0,,,0.0,0.0,,,-0.6,,,,,
295,남해,2024-01-05 05:00,2.9,,,,0.3,,0.0,,91.0,,6.8,1.5,1016.3,,1022.0,,,9.0,,9.0,,,0.0,0.0,,,-0.7,,,,,
295,남해,2024-01-05 06:00,5.2,,,,0.8,,290.0,,80.0,,7.1,2.0,1016.6,,1022.3,,,9.0,,9.0,,,7.0,6.0,,8.0,-0.3,,,,,
295,남해,2024-01-05 07:00,7.1,,,,1.2,,290.0,,73.0,,7.3,2.5,1016.9,,1022.5,,,9.0,,9.0,,,8.0,8.0,,9.0,0.1,,,,,
295,남해,2024-01-05 08:00,6.8,,,,0.8,,20.0,,73.0,,7.2,2.2,1017.0,,1022.7,,0.0,,,9.0,,,7.0,4.0,,11.0,0.1,,,,,
295,남해,2024-01-05 09:00,8.3,,,,0.8,,140.0,,70.0,,7.6,3.1,1017.3,,1022.9,,0.0,,,9.0,,,5.0,5.0,,12.0,3.8,,,,,
295,남해,2024-01-05 10:00,10.4,,,,2.5,,270.0,,62.0,,7.8,3.4,1017.5,,1023.1,,0.2,,,9.0,,,7.0,7.0,,13.0,12.8,,,,,
295,남해,2024-01-05 11:00,11.5,,,,2.4,,270.0,,55.0,,7.4,2.7,1017.2,,1022.8,,0.9,,,9.0,,,7.0,2.0,,,17.3,,,,,
295,남해,2024-01-05 12:00,12.4,,,,2.2,,270.0,,51.0,,7.3,2.5,1016.2,,1021.7,,1.0,,,9.0,,,5.0,0.0,,,21.6,,,,,
295,남해,2024-01-05 13:00,12.5,,,,2.7,,290.0,,50.0,,7.2,2.3,1015.3,,1020.8,,1.0,,,9.0,,,3.0,1.0,,66.0,22.5,,,,,
295,남해,2024-01-05 14:00,12.7,,,,2.5,,320.0,,50.0,,7.3,2.5,1014.6,,1020.1,,0.8,,,9.0,,,5.0,1.0,,15.0,18.6,,,,,
295,남해,2024-01-05 15:00,11.9,,,,2.0,,270.0,,53.0,,7.4,2.6,1014.0,,1019.5,,0.3,,,9.0,,,6.0,4.0,,53.0,12.3,,,,,
295,남해,2024-01-05 16:00,12.2,,,,1.5,,290.0,,52.0,,7.4,2.6,1013.9,,1019.4,,0.5,,,9.0,,,5.0,1.0,,53.0,10.7,,,,,
295,남해,2024-01-05 17:00,11.4,,,,0.3,,0.0,,56.0,,7.5,2.9,1014.1,,1019.6,,0.1,,,9.0,,,6.0,4.0,,15.0,9.3,,,,,
295,남해,2024-01-05 18:00,9.5,,,,0.6,,270.0,,65.0,,7.7,3.2,1014.6,,1020.2,,0.0,,,9.0,,,6.0,6.0,,15.0,6.5,,,,,
295,남해,2024-01-05 19:00,7.9,,,,1.5,,270.0,,70.0,,7.4,2.7,1014.7,,1020.3,,,9.0,,9.0,,,0.0,0.0,,,4.1,,,,,
295,남해,2024-01-05 20:00,7.3,,,,0.9,,250.0,,72.0,,7.3,2.5,1014.8,,1020.4,,,9.0,,9.0,,,5.0,2.0,,,3.0,,,,,
295,남해,2024-01-05 21:00,7.0,,,,1.1,,270.0,,74.0,,7.4,2.6,1014.9,,1020.5,,,9.0,,9.0,,,3.0,0.0,,,2.6,,,,,
295,남해,2024-01-05 22:00,6.8,,,,1.0,,250.0,,76.0,,7.5,2.8,1014.9,,1020.5,,,9.0,,9.0,,,0.0,0.0,,,2.1,,,,,
295,남해,2024-01-05 23:00,6.3,,,,1.0,,290.0,,76.0,,7.2,2.3,1014.5,,1020.2,,,9.0,,9.0,,,0.0,0.0,,,1.5,,,,,
295,남해,2024-01-06 00:00,6.1,,,,0.8,,290.0,,75.0,,7.0,1.9,1014.6,,1020.3,,,9.0,,9.0,,,0.0,0.0,,,1.3,,,,,
295,남해,2024-01-06 01:00,5.7,,,,1.0,,290.0,,75.0,,6.9,1.6,1014.5,,1020.2,,,9.0,,9.0,,,0.0,0.0,,,0.6,,,,,
295,남해,2024-01-06 02:00,7.5,,,,1.5,,290.0,,67.0,,6.9,1.7,1014.2,,1019.8,,,9.0,,9.0,,,0.0,0.0,,,0.6,,,,,
295,남해,2024-01-06 03:00,5.4,,,,1.1,,290.0,,75.0,,6.7,1.3,1014.1,,1019.8,,,9.0,,9.0,,,0.0,0.0,,,0.1,,,,,
295,남해,2024-01-06 04:00,4.3,,,,0.6,,270.0,,77.0,,6.4,0.6,1013.9,,1019.6,,,9.0,,9.0,,,0.0,0.0,,,-0.2,,,,,
295,남해,2024-01-06 05:00,4.5,,,,1.3,,290.0,,72.0,,6.1,-0.1,1013.9,,1019.6,,,9.0,,9.0,,,0.0,0.0,,,-0.4,,,,,
295,남해,2024-01-06 06:00,3.3,,,,0.7,,270.0,,80.0,,6.2,0.1,1014.1,,1019.8,,,9.0,,9.0,,,0.0,0.0,,,-0.5,,,,,
295,남해,2024-01-06 07:00,3.1,,,,0.8,,250.0,,77.0,,5.9,-0.5,1014.8,,1020.5,,,9.0,,9.0,,,1.0,0.0,,,-0.7,,,,,
295,남해,2024-01-06 08:00,3.3,,,,1.7,,270.0,,75.0,,5.8,-0.7,1015.4,,1021.1,,0.0,,,9.0,,,0.0,0.0,,,-0.6,,,,,
295,남해,2024-01-06 09:00,4.2,,,,0.4,,0.0,,75.0,,6.2,0.1,1015.9,,1021.6,,0.7,,,9.0,,,0.0,0.0,,,0.6,,,,,
295,남해,2024-01-06 10:00,6.2,,,,0.8,,140.0,,70.0,,6.6,1.1,1016.4,,1022.1,,1.0,,,9.0,,,0.0,0.0,,,9.7,,,,,
295,남해,2024-01-06 11:00,7.5,,,,1.1,,70.0,,48.0,,5.0,-2.8,1016.2,,1021.8,,1.0,,,9.0,,,0.0,0.0,,,15.1,,,,,
295,남해,2024-01-06 12:00,8.4,,,,1.3,,50.0,,29.0,,3.2,-8.6,1015.3,,1020.9,,1.0,,,9.0,,,0.0,0.0,,,20.2,,,,,
295,남해,2024-01-06 13:00,9.2,,,,1.2,,50.0,,30.0,,3.5,-7.5,1014.5,,1020.1,,1.0,,,9.0,,,1.0,0.0,,,22.5,,,,,
295,남해,2024-01-06 14:00,9.7,,,,1.3,,70.0,,28.0,,3.4,-7.9,1014.0,,1019.6,,1.0,,,9.0,,,1.0,0.0,,,20.4,,,,,
295,남해,2024-01-06 15:00,10.3,,,,1.7,,140.0,,33.0,,4.1,-5.3,1013.9,,1019.5,,1.0,,,9.0,,,6.0,0.0,,,17.2,,,,,
295,남해,2024-01-06 16:00,9.9,,,,2.1,,290.0,,24.0,,2.9,-9.7,1014.2,,1019.8,,0.6,,,9.0,,,8.0,0.0,,,11.7,,,,,
295,남해,2024-01-06 17:00,8.2,,,,2.5,,270.0,,28.0,,3.0,-9.2,1014.5,,1020.1,,0.1,,,9.0,,,8.0,0.0,,,6.3,,,,,
295,남해,2024-01-06 18:00,7.3,,,,2.5,,270.0,,28.0,,2.9,-10.0,1015.2,,1020.8,,0.0,,,9.0,,,6.0,0.0,,,3.0,,,,,
295,남해,2024-01-06 19:00,6.6,,,,2.1,,270.0,,31.0,,3.0,-9.3,1015.6,,1021.3,,,9.0,,9.0,,,6.0,3.0,,63.0,1.5,,,,,
295,남해,2024-01-06 20:00,5.9,,,,1.9,,270.0,,37.0,,3.4,-7.7,1015.8,,1021.5,,,9.0,,9.0,,,6.0,0.0,,,0.7,,,,,
295,남해,2024-01-06 21:00,5.6,,,,2.3,,290.0,,35.0,,3.2,-8.6,1016.5,,1022.2,,,9.0,,9.0,,,0.0,0.0,,,0.0,,,,,
295,남해,2024-01-06 22:00,4.5,,,,1.9,,270.0,,40.0,,3.4,-7.9,1017.0,,1022.7,,,9.0,,9.0,,,0.0,0.0,,,-0.5,,,,,
295,남해,2024-01-06 23:00,4.3,,,,2.2,,320.0,,46.0,,3.8,-6.3,1017.6,,1023.3,,,9.0,,9.0,,,0.0,0.0,,,-0.3,,,,,
295,남해,2024-01-07 00:00,2.8,,,,0.5,,180.0,,55.0,,4.1,-5.3,1017.4,,1023.1,,,9.0,,9.0,,,0.0,0.0,,,-0.9,,,,,
295,남해,2024-01-07 01:00,2.2,,,,1.2,,270.0,,62.0,,4.4,-4.3,1017.3,,1023.1,,,9.0,,9.0,,,0.0,0.0,,,-1.0,,,,,
